student_id,degree,institution_tier,gpa,target_career_id,career_skill_match_pct,total_skills_count,avg_skill_proficiency,core_cs_score,projects_count,avg_project_complexity,certifications_count,assessments_passed_pct,weekly_study_hours,learning_velocity_index,readiness_score,is_job_ready
STU_02362,BCA / MCA,1,7.4,CR002,37.97,5,1.27,26.3,2,2.0,1,37.8,7.9,0.62,33.28,0
STU_02363,B.S. Data Science,1,8.98,CR006,77.77,11,3.64,69.0,3,3.1,1,55.6,9.3,1.06,67.15,0
STU_02364,B.Tech Electronics,1,8.27,CR005,78.76,16,3.16,62.7,2,2.8,2,72.0,8.7,1.14,66.25,0
STU_02365,B.Tech Information Technology,2,8.38,CR001,54.74,4,1.84,40.2,0,1.3,1,35.7,8.8,0.75,38.89,0
STU_02366,B.Tech Computer Science,2,7.9,CR004,35.97,5,1.34,38.0,0,2.1,1,24.3,7.5,0.79,32.27,0
STU_02367,BCA / MCA,3,7.49,CR003,27.5,6,1.43,24.8,0,1.2,0,20.3,4.3,0.98,24.55,0
STU_02368,M.S. Computer Science,2,8.45,CR008,87.34,16,3.57,61.5,4,3.1,3,56.4,14.1,1.07,70.69,0
STU_02369,B.Tech Information Technology,2,6.74,CR009,68.94,16,2.9,66.0,4,3.4,3,74.3,12.6,1.4,76.1,1
STU_02370,B.Tech Electronics,3,7.81,CR006,82.4,17,3.82,67.0,5,4.1,5,83.2,17.8,1.52,81.8,1
STU_02371,B.S. Data Science,2,7.71,CR004,62.77,14,2.8,43.8,3,2.6,1,66.4,13.7,1.33,52.25,0
STU_02372,BCA / MCA,1,8.39,CR004,84.52,17,3.82,74.3,4,4.3,2,89.3,16.2,1.5,87.29,1
STU_02373,M.S. Computer Science,3,6.41,CR009,58.75,18,2.4,62.3,4,2.6,1,54.8,12.8,1.09,58.19,0
STU_02374,BCA / MCA,2,7.94,CR009,88.83,19,3.71,85.6,4,4.4,5,81.2,18.0,1.75,87.91,1
STU_02375,B.S. Data Science,2,6.43,CR001,86.32,16,3.04,60.4,3,3.2,2,69.6,8.9,1.25,67.73,0
STU_02376,M.S. Computer Science,2,7.72,CR003,41.31,13,1.0,30.0,1,1.7,0,28.1,5.8,0.99,31.18,0
STU_02377,B.S. Data Science,2,8.88,CR003,29.42,7,1.28,29.2,1,1.3,0,43.2,5.3,0.94,28.44,0
STU_02378,BCA / MCA,2,7.34,CR005,93.43,29,4.8,100.0,5,4.5,6,97.6,29.0,2.01,98.66,1
STU_02379,B.Tech Electronics,3,5.01,CR003,97.75,25,4.71,89.6,6,5.0,6,91.1,18.5,2.0,97.31,1
STU_02380,B.S. Data Science,2,7.95,CR005,63.92,16,2.54,54.0,4,2.5,3,55.0,17.7,1.12,55.47,0
STU_02381,B.Tech Electronics,1,5.85,CR009,99.21,24,4.76,100.0,7,4.5,3,94.9,25.4,1.66,97.72,1
STU_02382,M.S. Computer Science,1,6.17,CR006,46.67,12,2.23,43.6,2,2.6,3,69.4,14.8,1.26,48.27,0
STU_02383,B.Tech Computer Science,2,7.41,CR003,95.88,16,4.24,81.2,4,4.5,3,77.9,15.7,1.42,90.03,1
STU_02384,B.Tech Information Technology,1,8.11,CR008,85.22,20,3.96,86.7,5,3.8,2,76.0,17.0,1.37,82.33,1
STU_02385,B.Tech Computer Science,3,7.86,CR010,76.58,19,3.87,77.4,6,4.3,5,84.8,23.5,1.62,82.97,1
STU_02386,B.Tech Electronics,2,9.19,CR003,84.28,16,4.04,81.1,4,3.9,2,77.4,21.2,1.71,78.17,1
STU_02387,B.S. Data Science,2,9.27,CR007,89.59,18,4.0,75.5,6,4.1,2,83.5,20.0,1.38,88.66,1
STU_02388,B.Tech Information Technology,2,7.08,CR004,45.31,10,2.06,36.1,2,1.1,0,36.3,6.0,0.99,34.11,0
STU_02389,B.S. Data Science,2,7.59,CR002,76.01,16,3.09,58.3,2,3.4,3,59.9,9.5,1.05,68.82,0
STU_02390,B.Tech Computer Science,3,6.33,CR001,93.69,21,3.75,87.5,3,4.4,3,87.5,15.6,1.33,87.82,1
STU_02391,B.Tech Computer Science,3,8.83,CR009,45.09,8,2.27,43.2,1,2.1,1,27.3,9.2,0.73,38.44,0
STU_02392,B.S. Data Science,1,9.99,CR010,69.95,13,3.01,60.6,2,2.9,1,53.6,11.2,1.18,59.47,0
STU_02393,B.Tech Information Technology,2,7.57,CR008,30.5,11,1.14,21.0,0,1.3,1,29.7,5.1,0.95,25.34,0
STU_02394,B.Tech Computer Science,3,7.32,CR003,70.01,16,2.74,57.3,4,3.2,1,73.7,9.0,1.29,60.3,0
STU_02395,B.Tech Electronics,3,10.0,CR003,68.3,12,2.52,55.9,3,3.6,1,65.5,14.5,1.15,59.81,0
STU_02396,M.S. Computer Science,1,6.6,CR009,82.88,20,3.92,74.8,3,4.3,4,84.9,15.1,1.76,80.54,1
STU_02397,B.S. Data Science,1,9.32,CR003,62.88,13,2.55,54.6,2,3.4,1,70.2,16.6,1.23,57.99,0
STU_02398,B.Tech Electronics,1,8.66,CR003,94.48,18,4.82,81.3,7,4.7,6,94.9,24.0,2.07,93.38,1
STU_02399,BCA / MCA,2,8.89,CR007,83.34,19,3.46,84.9,3,4.3,2,88.5,17.8,1.68,78.63,1
STU_02400,B.S. Data Science,2,8.84,CR003,27.24,6,1.25,25.0,1,2.1,0,31.5,7.4,0.98,22.36,0
STU_02401,B.Tech Electronics,1,8.03,CR001,100.0,15,5.0,100.0,8,4.9,3,93.0,27.7,1.71,96.92,1
STU_02402,M.S. Computer Science,1,7.0,CR006,89.86,19,4.49,86.4,8,5.0,4,92.7,24.1,1.89,91.32,1
STU_02403,B.S. Data Science,2,7.44,CR008,91.57,17,4.01,72.8,5,3.9,5,83.9,18.8,1.5,89.4,1
STU_02404,B.Tech Electronics,2,8.58,CR002,64.99,14,2.49,53.1,3,2.6,1,68.0,17.5,1.33,58.4,0
STU_02405,B.S. Data Science,2,8.29,CR010,68.11,22,3.69,58.3,3,3.1,2,72.7,15.2,1.31,66.91,0
STU_02406,BCA / MCA,2,6.62,CR009,81.06,13,3.25,79.2,4,4.1,2,87.4,21.7,1.35,81.84,1
STU_02407,B.S. Data Science,3,6.36,CR010,69.82,15,3.07,61.4,4,3.7,2,60.2,15.1,1.33,68.1,0
STU_02408,BCA / MCA,1,7.54,CR001,52.22,7,1.67,46.6,1,1.0,1,48.5,7.2,0.74,48.25,0
STU_02409,B.Tech Information Technology,2,7.2,CR009,57.54,3,2.5,37.5,2,1.2,1,33.4,7.2,0.94,45.26,0
STU_02410,BCA / MCA,2,8.36,CR003,54.72,11,1.83,38.6,4,3.0,3,70.0,11.7,1.21,59.69,0
STU_02411,B.Tech Computer Science,3,7.29,CR002,72.76,13,2.89,60.0,2,2.9,1,69.9,17.9,1.1,62.25,0
STU_02412,BCA / MCA,2,8.78,CR004,64.14,8,2.44,46.2,4,3.7,3,70.5,10.1,1.36,64.76,0
STU_02413,M.S. Computer Science,1,6.92,CR007,30.99,9,1.24,21.6,2,2.2,0,20.9,6.7,0.76,26.35,0
STU_02414,B.S. Data Science,1,6.77,CR004,81.59,12,3.35,62.7,5,4.5,3,86.1,15.5,1.46,74.3,0
STU_02415,B.Tech Electronics,3,7.9,CR006,99.29,22,4.79,95.2,8,4.7,3,89.4,23.4,2.08,94.86,1
STU_02416,B.Tech Information Technology,1,7.53,CR004,69.63,15,2.7,55.2,3,2.9,2,63.0,12.5,1.21,64.48,0
STU_02417,BCA / MCA,2,6.1,CR005,25.54,6,1.67,33.6,2,1.2,1,35.3,8.3,0.82,29.85,0
STU_02418,B.Tech Electronics,2,7.54,CR007,86.49,15,3.75,75.5,6,4.0,4,79.5,22.2,1.39,87.48,1
STU_02419,B.Tech Information Technology,3,9.31,CR008,69.12,11,2.79,54.7,2,3.5,3,59.9,17.0,1.13,66.32,0
STU_02420,BCA / MCA,2,6.51,CR008,33.54,6,1.14,29.2,2,1.3,0,26.6,6.9,0.95,30.52,0
STU_02421,B.Tech Computer Science,2,8.61,CR002,25.89,7,1.11,23.2,1,1.1,0,43.9,9.3,0.78,28.6,0
STU_02422,B.Tech Information Technology,2,6.7,CR003,99.34,24,4.83,82.7,7,5.0,6,96.2,28.3,2.17,96.45,1
STU_02423,B.S. Data Science,2,7.61,CR005,85.27,19,3.87,61.4,5,4.4,2,84.9,14.1,1.69,81.44,1
STU_02424,B.Tech Computer Science,2,7.56,CR004,97.34,24,4.86,94.0,8,4.6,4,91.8,20.6,1.65,99.15,1
STU_02425,B.Tech Information Technology,2,6.45,CR001,78.21,20,2.67,57.8,2,3.1,1,51.1,9.7,1.04,61.76,0
STU_02426,B.Tech Information Technology,1,8.28,CR007,57.85,17,2.19,41.4,2,1.3,0,30.2,8.1,0.97,42.88,0
STU_02427,B.Tech Information Technology,2,6.73,CR006,61.68,10,2.77,53.4,2,2.6,2,72.2,12.6,1.06,62.69,0
STU_02428,M.S. Computer Science,3,9.18,CR009,92.78,21,4.28,81.3,4,4.0,3,84.5,17.7,1.66,85.09,1
STU_02429,BCA / MCA,2,6.99,CR010,27.4,11,1.0,27.4,0,2.2,1,36.3,7.4,0.73,31.38,0
STU_02430,B.S. Data Science,3,8.86,CR006,54.54,8,2.46,56.2,4,3.6,1,70.7,15.6,1.09,60.16,0
STU_02431,B.Tech Electronics,2,7.16,CR005,70.08,10,2.96,61.1,2,3.0,1,57.3,12.5,1.12,56.73,0
STU_02432,BCA / MCA,1,7.5,CR008,55.12,11,2.29,40.4,1,2.4,0,20.2,9.2,0.98,45.43,0
STU_02433,B.Tech Information Technology,2,5.84,CR005,62.31,16,2.38,53.9,2,2.5,3,63.3,11.1,1.08,62.13,0
STU_02434,B.S. Data Science,1,9.5,CR002,72.25,18,3.46,55.6,4,3.7,1,55.0,12.4,1.37,65.1,0
STU_02435,M.S. Computer Science,3,6.89,CR006,71.94,11,3.05,60.4,2,3.3,1,72.0,10.9,1.2,63.98,0
STU_02436,BCA / MCA,2,8.54,CR007,25.65,4,1.23,16.7,0,1.1,1,22.9,8.0,0.72,24.34,0
STU_02437,M.S. Computer Science,1,8.99,CR004,92.43,16,4.02,71.7,3,3.9,2,89.9,17.9,1.49,80.77,1
STU_02438,B.Tech Computer Science,2,7.46,CR008,94.89,17,4.32,91.4,8,4.7,5,92.9,20.1,1.79,93.2,1
STU_02439,BCA / MCA,2,6.99,CR008,100.0,23,5.0,93.8,6,4.9,6,94.0,24.3,1.69,99.5,1
STU_02440,M.S. Computer Science,2,9.91,CR008,68.94,14,2.19,54.0,2,3.2,2,67.1,14.4,1.03,65.53,0
STU_02441,M.S. Computer Science,3,8.78,CR004,47.43,15,1.94,33.3,2,1.3,0,40.9,7.5,0.94,38.7,0
STU_02442,B.Tech Electronics,3,6.81,CR003,69.28,20,3.09,58.2,2,3.6,2,52.9,8.7,1.16,60.64,0
STU_02443,B.S. Data Science,1,7.66,CR008,64.74,10,2.5,40.0,4,2.7,1,62.6,10.8,1.34,53.87,0
STU_02444,B.Tech Electronics,1,9.93,CR006,41.33,14,1.79,24.8,1,2.4,1,27.3,8.7,0.6,31.91,0
STU_02445,B.Tech Electronics,2,9.31,CR008,80.19,16,3.09,54.1,3,2.7,2,59.9,13.1,1.21,69.33,0
STU_02446,B.S. Data Science,2,6.76,CR007,54.99,12,2.21,41.5,2,1.3,0,26.5,9.8,0.81,45.03,0
STU_02447,B.Tech Information Technology,2,8.35,CR004,70.74,12,2.68,55.7,4,2.8,3,71.2,16.8,1.39,63.43,0
STU_02448,M.S. Computer Science,2,8.61,CR008,79.8,18,3.22,59.9,3,3.6,2,70.6,12.7,1.12,69.08,0
STU_02449,BCA / MCA,2,7.72,CR007,39.32,9,1.29,35.1,0,1.2,1,32.7,5.6,0.99,32.63,0
STU_02450,B.S. Data Science,3,6.72,CR010,55.38,5,2.16,53.4,2,2.7,1,55.5,17.9,1.32,52.52,0
STU_02451,B.S. Data Science,2,8.82,CR003,94.62,23,4.27,82.4,6,4.1,3,80.1,19.4,1.38,92.74,1
STU_02452,B.Tech Electronics,1,7.87,CR004,67.14,9,2.46,61.8,4,3.3,1,54.6,10.4,1.22,58.4,0
STU_02453,B.S. Data Science,3,7.69,CR010,86.74,18,3.86,83.3,6,4.4,3,82.9,24.2,1.52,85.66,1
STU_02454,B.Tech Information Technology,2,8.31,CR008,53.69,8,1.93,44.3,2,2.2,0,34.5,8.0,0.81,45.17,0
STU_02455,B.Tech Electronics,2,8.13,CR010,56.28,16,2.27,46.9,4,3.3,1,72.7,9.9,1.4,57.59,0
STU_02456,BCA / MCA,1,6.91,CR002,51.14,12,1.63,52.8,0,2.4,0,27.0,6.3,0.77,40.95,0
STU_02457,B.S. Data Science,3,8.66,CR006,93.99,20,4.6,86.5,7,4.9,4,96.9,18.3,2.12,90.57,1
STU_02458,BCA / MCA,1,7.12,CR004,76.64,17,3.37,61.5,2,3.7,2,73.8,8.9,1.37,66.7,0
STU_02459,M.S. Computer Science,3,9.62,CR010,96.27,22,4.59,99.0,8,4.9,6,93.6,24.2,1.66,95.27,1
STU_02460,B.S. Data Science,3,7.25,CR005,60.52,6,2.36,41.4,4,3.6,1,53.3,15.2,1.28,60.16,0
STU_02461,B.Tech Information Technology,1,9.06,CR002,56.13,9,2.13,48.2,4,3.2,2,62.2,11.8,1.24,59.58,0
STU_02462,B.Tech Information Technology,2,5.77,CR008,87.7,19,3.9,73.0,5,3.9,3,78.5,15.2,1.79,86.26,1
STU_02463,B.Tech Computer Science,2,8.37,CR003,98.62,23,4.66,88.5,5,4.9,3,91.7,28.3,1.86,97.2,1
STU_02464,B.Tech Information Technology,3,8.44,CR008,83.89,12,3.04,65.6,2,3.0,1,62.4,11.2,1.06,68.83,0
STU_02465,M.S. Computer Science,2,9.57,CR006,95.06,26,5.0,99.0,6,4.5,6,95.4,31.1,1.95,95.42,1
STU_02466,B.Tech Computer Science,3,9.85,CR010,71.14,11,2.96,62.3,3,2.5,1,58.5,15.8,1.31,65.75,0
STU_02467,B.S. Data Science,1,8.79,CR003,63.34,13,2.48,52.0,4,2.6,2,61.8,13.5,1.22,56.65,0
STU_02468,B.Tech Information Technology,1,8.65,CR004,91.66,18,4.53,90.5,7,5.0,5,91.4,27.0,2.12,95.11,1
STU_02469,BCA / MCA,3,6.59,CR002,60.93,13,2.55,53.4,3,2.8,1,74.5,9.7,1.03,59.45,0
STU_02470,M.S. Computer Science,3,8.19,CR007,96.28,23,4.29,96.7,7,4.8,5,95.0,26.3,2.14,94.3,1
STU_02471,B.Tech Information Technology,2,6.5,CR009,95.99,24,4.96,100.0,5,5.0,6,90.1,27.0,1.76,99.5,1
STU_02472,B.S. Data Science,3,6.61,CR001,91.31,17,3.42,80.5,4,3.2,2,73.6,15.1,1.02,81.94,1
STU_02473,B.S. Data Science,2,7.27,CR007,72.94,15,2.81,46.5,3,3.3,3,54.3,10.1,1.39,62.17,0
STU_02474,BCA / MCA,2,7.44,CR002,73.06,22,3.24,71.6,2,2.8,1,59.9,13.7,1.14,63.09,0
STU_02475,M.S. Computer Science,1,6.65,CR010,22.56,14,1.26,29.7,1,1.5,0,32.8,8.0,0.92,27.21,0
STU_02476,B.Tech Electronics,2,6.59,CR001,87.6,19,3.53,65.5,5,4.3,5,79.5,14.9,1.36,83.11,1
STU_02477,B.S. Data Science,2,8.12,CR009,87.02,17,3.4,75.1,6,4.0,5,80.6,20.1,1.38,88.42,1
STU_02478,BCA / MCA,2,7.72,CR006,83.67,18,3.8,76.6,4,4.4,5,86.7,24.2,1.36,82.17,1
STU_02479,B.S. Data Science,2,8.13,CR008,96.3,20,3.96,89.6,5,4.8,5,97.5,30.9,1.72,99.5,1
STU_02480,M.S. Computer Science,3,7.42,CR001,87.18,14,3.43,80.5,3,4.0,3,77.0,14.4,1.33,81.58,1
STU_02481,B.Tech Computer Science,1,6.11,CR002,28.25,9,1.0,23.0,0,1.5,0,35.8,6.0,0.74,21.25,0
STU_02482,B.Tech Computer Science,1,8.22,CR001,86.52,15,3.81,64.6,5,3.9,2,82.1,23.6,1.58,83.67,1
STU_02483,B.Tech Information Technology,2,6.02,CR008,51.88,9,2.24,45.5,3,3.0,3,50.1,9.7,1.18,57.22,0
STU_02484,B.Tech Computer Science,2,9.61,CR001,95.82,17,3.89,73.8,4,3.9,2,86.7,19.3,1.61,84.09,1
STU_02485,B.Tech Information Technology,1,8.16,CR002,49.63,6,2.1,28.6,2,1.5,0,46.3,4.3,0.87,41.49,0
STU_02486,B.Tech Information Technology,1,9.27,CR002,79.48,16,3.28,61.3,4,3.4,3,58.3,17.5,1.15,76.01,1
STU_02487,B.Tech Information Technology,2,7.28,CR004,91.33,23,4.07,85.5,6,4.5,3,75.0,18.6,1.63,88.4,1
STU_02488,B.Tech Electronics,2,5.83,CR010,68.81,20,3.67,68.2,3,4.5,5,82.4,17.6,1.54,75.22,1
STU_02489,B.Tech Information Technology,2,6.79,CR002,27.12,7,1.0,21.2,0,2.0,1,41.0,9.3,0.6,26.91,0
STU_02490,B.Tech Information Technology,3,9.74,CR010,92.14,19,4.29,91.3,5,5.0,3,94.0,21.1,2.18,91.3,1
STU_02491,B.Tech Information Technology,1,6.12,CR006,84.14,21,3.56,82.9,4,4.1,3,76.3,22.4,1.58,80.33,1
STU_02492,B.Tech Electronics,2,9.88,CR010,67.37,17,3.26,58.8,3,3.8,3,72.8,9.7,1.18,69.45,0
STU_02493,BCA / MCA,2,8.36,CR007,78.8,13,3.15,65.5,3,2.8,3,61.7,13.0,1.37,71.51,0
STU_02494,B.Tech Information Technology,2,7.71,CR005,71.44,15,3.35,68.1,2,3.2,1,55.8,17.1,1.24,64.86,0
STU_02495,B.Tech Computer Science,1,8.1,CR006,93.59,18,4.33,94.5,5,4.7,6,95.6,19.6,2.04,96.8,1
STU_02496,B.Tech Computer Science,2,6.93,CR008,36.13,7,1.63,33.4,2,1.3,0,35.2,6.8,0.85,31.51,0
STU_02497,B.S. Data Science,2,8.3,CR006,90.19,19,4.23,77.6,3,4.0,4,77.2,17.2,1.57,89.18,1
STU_02498,BCA / MCA,3,6.75,CR008,64.36,11,3.07,64.0,3,3.0,2,65.5,11.9,1.17,59.26,0
STU_02499,B.Tech Electronics,2,9.13,CR008,67.89,18,2.81,52.4,4,3.6,1,62.7,11.0,1.29,64.13,0
STU_02500,B.Tech Information Technology,2,7.29,CR001,88.63,14,3.56,71.0,6,3.9,5,78.6,18.3,1.59,94.25,1
STU_02501,B.Tech Electronics,2,7.53,CR007,84.77,18,3.16,54.6,3,3.1,2,57.6,17.5,1.36,70.44,0
STU_02502,B.Tech Information Technology,1,7.68,CR007,73.75,13,2.82,62.5,2,3.6,1,73.0,13.2,1.31,68.96,0
STU_02503,B.S. Data Science,2,7.23,CR003,58.83,11,2.76,53.3,2,3.7,2,55.3,13.6,1.04,56.91,0
STU_02504,BCA / MCA,3,6.94,CR003,60.73,9,2.56,48.8,2,2.6,1,62.7,14.8,1.37,55.59,0
STU_02505,B.Tech Computer Science,1,8.4,CR008,49.02,15,2.14,39.3,1,2.2,0,42.6,6.6,0.76,44.21,0
STU_02506,B.Tech Computer Science,2,7.91,CR003,61.75,9,2.47,49.7,4,3.4,2,59.2,10.7,1.16,59.8,0
STU_02507,B.Tech Information Technology,1,7.06,CR010,77.65,17,3.52,61.6,6,3.9,5,87.7,16.7,1.58,82.52,1
STU_02508,B.Tech Information Technology,2,6.05,CR001,83.08,14,2.91,61.5,2,2.6,1,62.9,12.0,1.03,67.31,0
STU_02509,B.S. Data Science,3,9.22,CR010,48.89,7,2.16,54.8,2,3.6,3,68.0,13.5,1.08,54.24,0
STU_02510,B.Tech Electronics,3,7.42,CR007,75.48,13,2.78,56.5,3,2.8,3,59.8,9.6,1.14,70.73,0
STU_02511,B.Tech Information Technology,2,5.84,CR005,67.47,17,2.96,69.4,6,3.9,2,86.7,14.3,1.32,72.41,0
STU_02512,M.S. Computer Science,1,9.38,CR005,68.8,8,2.74,57.6,3,3.5,3,63.7,8.6,1.29,63.6,0
STU_02513,B.Tech Information Technology,2,7.99,CR008,51.27,5,1.93,40.5,1,2.4,1,28.7,7.0,0.93,42.53,0
STU_02514,B.Tech Electronics,2,8.38,CR006,83.58,21,3.93,76.2,5,4.1,5,83.8,22.2,1.52,86.21,1
STU_02515,B.S. Data Science,2,6.44,CR010,83.75,18,3.92,78.1,4,4.3,3,81.9,17.5,1.69,79.84,1
STU_02516,B.S. Data Science,3,7.67,CR010,91.32,20,4.54,94.7,6,4.4,4,93.0,27.1,1.85,96.0,1
STU_02517,B.Tech Information Technology,2,7.13,CR008,82.28,12,3.31,70.3,5,3.9,2,83.1,23.2,1.33,79.41,1
STU_02518,B.Tech Electronics,3,7.13,CR010,67.48,15,2.96,62.4,4,3.2,2,66.6,9.9,1.21,67.15,0
STU_02519,B.Tech Electronics,2,7.28,CR005,28.87,7,1.4,37.8,1,2.1,0,49.8,5.1,0.77,26.78,0
STU_02520,B.S. Data Science,3,8.78,CR006,93.16,17,4.16,82.6,3,3.9,5,84.8,14.9,1.5,89.03,1
STU_02521,B.Tech Information Technology,2,8.57,CR001,89.04,15,3.14,57.2,4,3.3,2,65.7,11.6,1.06,72.83,0
STU_02522,M.S. Computer Science,1,8.54,CR005,92.73,21,4.53,91.0,8,4.8,5,90.9,21.1,2.15,91.11,1
STU_02523,M.S. Computer Science,3,7.9,CR004,88.26,15,3.32,71.2,4,4.0,2,89.9,19.4,1.51,87.72,1
STU_02524,B.S. Data Science,3,5.81,CR004,76.43,18,3.34,70.6,4,3.2,2,65.2,10.0,1.1,72.2,0
STU_02525,B.Tech Information Technology,3,6.53,CR007,79.21,18,3.69,78.7,3,4.2,4,85.6,21.4,1.5,82.69,1
STU_02526,B.S. Data Science,2,8.57,CR005,35.3,11,1.09,29.6,2,1.2,1,31.7,8.7,0.69,35.52,0
STU_02527,B.Tech Computer Science,2,10.0,CR003,69.58,13,2.87,59.9,3,2.9,3,69.7,11.2,1.17,64.54,0
STU_02528,B.Tech Information Technology,2,8.6,CR006,33.58,11,1.81,32.8,1,1.4,1,23.1,8.5,0.85,26.74,0
STU_02529,B.S. Data Science,1,8.47,CR010,53.16,9,2.53,61.6,2,2.7,3,71.0,14.1,1.2,57.52,0
STU_02530,B.Tech Information Technology,2,7.43,CR001,32.67,2,1.49,20.5,1,1.3,1,30.8,7.9,0.87,29.8,0
STU_02531,B.S. Data Science,1,7.95,CR007,61.28,7,2.51,51.7,4,3.5,2,55.0,8.1,1.11,61.73,0
STU_02532,BCA / MCA,2,8.75,CR003,79.31,17,3.05,61.2,2,3.5,3,71.4,13.7,1.26,69.26,0
STU_02533,B.S. Data Science,2,7.19,CR010,42.03,4,1.74,42.4,2,2.4,0,30.8,4.7,0.65,36.5,0
STU_02534,BCA / MCA,3,8.87,CR003,66.18,18,3.09,61.8,2,2.7,1,66.5,10.8,1.31,55.35,0
STU_02535,B.Tech Information Technology,1,10.0,CR003,93.88,17,4.04,87.1,6,4.5,3,97.3,21.1,2.06,96.86,1
STU_02536,B.S. Data Science,3,7.13,CR006,54.81,8,2.16,51.9,1,1.5,0,44.9,5.2,0.61,46.51,0
STU_02537,B.Tech Electronics,2,8.69,CR001,78.85,13,3.14,55.5,4,3.3,2,69.3,11.5,1.05,69.9,0
STU_02538,BCA / MCA,1,9.81,CR002,90.11,21,4.18,75.6,6,4.1,3,86.0,14.9,1.4,84.27,1
STU_02539,B.Tech Computer Science,3,9.29,CR005,33.53,8,1.07,31.2,0,2.2,0,26.1,8.3,0.92,29.45,0
STU_02540,B.Tech Computer Science,2,6.65,CR004,69.44,12,2.59,56.8,2,2.7,1,61.8,12.4,1.08,61.06,0
STU_02541,B.Tech Information Technology,3,9.02,CR003,79.91,16,3.45,72.3,3,2.8,2,53.6,11.4,1.2,68.17,0
STU_02542,BCA / MCA,2,6.72,CR001,57.51,12,2.13,53.1,3,2.8,2,56.5,11.0,1.15,55.13,0
STU_02543,B.Tech Computer Science,2,8.31,CR007,70.95,6,2.95,41.7,2,2.6,1,64.0,9.7,1.38,56.94,0
STU_02544,M.S. Computer Science,1,6.97,CR004,68.11,12,2.66,59.1,2,2.8,2,64.4,14.9,1.26,59.82,0
STU_02545,BCA / MCA,1,8.18,CR006,56.37,15,2.59,54.2,2,2.8,2,57.0,15.5,1.37,58.92,0
STU_02546,B.Tech Information Technology,1,9.2,CR001,99.01,23,4.54,100.0,7,4.5,5,88.3,27.5,1.7,96.64,1
STU_02547,M.S. Computer Science,2,5.0,CR007,38.43,11,1.87,40.5,0,1.4,1,30.2,5.0,0.81,33.05,0
STU_02548,B.S. Data Science,1,9.78,CR005,74.74,12,2.66,52.3,4,3.6,2,57.5,8.7,1.25,70.91,0
STU_02549,B.Tech Electronics,1,8.79,CR010,92.01,18,3.86,81.1,8,4.9,4,93.2,20.9,1.85,91.66,1
STU_02550,B.Tech Information Technology,1,6.48,CR007,84.28,13,3.82,71.7,4,4.2,3,81.0,22.7,1.68,84.72,1
STU_02551,M.S. Computer Science,3,8.31,CR005,91.66,18,4.31,79.7,4,4.1,4,82.2,24.8,1.71,89.82,1
STU_02552,B.S. Data Science,2,8.4,CR004,82.09,13,3.36,71.5,3,2.9,1,74.6,10.8,1.37,66.03,0
STU_02553,M.S. Computer Science,1,6.22,CR001,55.71,16,2.32,41.6,0,1.2,1,23.4,5.4,0.9,42.92,0
STU_02554,B.Tech Information Technology,2,8.87,CR007,85.71,16,3.6,80.3,6,3.9,5,75.9,18.7,1.77,87.51,1
STU_02555,M.S. Computer Science,3,7.84,CR008,88.41,20,3.51,70.5,4,3.4,2,62.6,17.2,1.35,75.93,1
STU_02556,BCA / MCA,3,6.18,CR004,29.41,6,1.07,22.3,0,2.1,0,28.1,6.3,0.92,29.37,0
STU_02557,B.Tech Computer Science,2,8.08,CR001,100.0,18,4.81,87.4,5,4.8,5,94.3,27.3,1.94,98.66,1
STU_02558,B.Tech Electronics,2,5.53,CR010,89.19,23,4.67,88.1,5,5.0,3,92.2,25.9,2.06,92.54,1
STU_02559,B.S. Data Science,2,6.75,CR004,97.31,22,4.85,92.5,7,4.8,3,88.8,22.3,1.69,92.57,1
STU_02560,B.S. Data Science,2,5.66,CR001,74.71,18,3.41,54.5,2,2.7,1,66.6,16.2,1.0,58.82,0
STU_02561,B.S. Data Science,1,8.01,CR008,96.14,20,4.93,93.0,6,4.4,3,94.7,27.6,2.01,97.26,1
STU_02562,BCA / MCA,3,8.49,CR001,86.11,17,3.78,66.0,6,4.1,3,89.4,22.5,1.43,85.77,1
STU_02563,B.Tech Computer Science,1,8.32,CR004,56.44,12,2.34,49.0,4,3.1,3,62.3,9.5,1.13,61.89,0
STU_02564,M.S. Computer Science,2,7.96,CR001,92.97,19,3.51,79.3,6,4.5,2,80.4,22.3,1.32,93.57,1
STU_02565,BCA / MCA,2,8.12,CR004,40.55,8,1.84,29.3,2,1.3,1,41.3,7.9,0.97,38.99,0
STU_02566,B.Tech Computer Science,1,8.44,CR007,96.24,18,3.82,86.0,6,4.2,3,88.2,18.1,1.6,92.48,1
STU_02567,B.Tech Computer Science,2,9.05,CR001,98.57,22,4.26,86.8,5,4.1,4,77.5,20.5,1.44,93.85,1
STU_02568,BCA / MCA,2,7.33,CR005,54.54,13,2.17,46.1,1,2.2,0,45.2,7.6,0.67,43.27,0
STU_02569,B.Tech Information Technology,2,9.18,CR001,99.25,22,4.74,100.0,5,4.7,6,93.0,29.0,1.98,95.41,1
STU_02570,M.S. Computer Science,3,7.28,CR008,87.7,14,4.12,74.0,3,4.2,4,82.8,20.9,1.47,84.64,1
STU_02571,B.S. Data Science,1,9.84,CR006,72.69,13,3.08,61.7,3,2.5,3,63.8,17.6,1.3,67.46,0
